age,monthly_income,loan_amount,repayment_period,transaction_volume_mtd,avg_mpesa_balance,utility_payment_timeliness,has_previous_loan,gender,region,default
38,26329,46325,14,71,8618,on-time,1,F,Kisumu,1
29,73187,5382,7,60,173,on-time,1,M,Nyeri,0
21,80542,17449,14,44,350,early,0,M,Nairobi,0
59,40645,18263,14,138,2597,on-time,0,M,Nyeri,0
37,92502,25643,30,133,4728,early,1,M,Mombasa,0
55,98382,10408,60,28,8587,late,1,F,Mombasa,1
42,92310,24606,60,106,397,late,1,F,Nyeri,1
31,74619,28603,14,119,8593,on-time,0,F,Mombasa,0
28,38513,47458,30,139,8876,on-time,0,M,Kisumu,1
49,13749,6069,60,79,6617,early,1,F,Mombasa,0
28,35783,20623,60,15,1734,on-time,1,F,Kisumu,1
35,65645,45440,30,40,5105,on-time,0,F,Eldoret,1
44,87861,17891,30,67,6129,on-time,0,F,Nairobi,0
35,58175,8704,60,84,8344,early,1,M,Nairobi,0
40,89216,29290,60,92,5715,on-time,1,F,Mombasa,1
28,67709,28460,7,34,2944,on-time,0,M,Nairobi,0
38,22323,18509,7,107,5723,on-time,0,F,Eldoret,1
22,55762,18269,14,116,4690,on-time,0,M,Mombasa,0
40,93220,8975,60,88,5048,on-time,0,M,Kisumu,0
58,69222,45837,30,109,5290,on-time,1,M,Eldoret,1
42,39493,7565,30,25,7984,early,0,F,Eldoret,0
58,63328,23467,60,41,6432,late,1,M,Nairobi,1
27,17213,5870,14,31,762,on-time,1,M,Kisumu,0
39,51930,19909,30,106,8299,early,1,F,Nyeri,0
36,32713,10117,60,42,6575,on-time,1,F,Eldoret,1
18,77723,2938,60,64,3187,on-time,0,F,Nairobi,0
24,37583,29390,14,74,4861,on-time,0,F,Eldoret,1
21,84944,45322,60,36,768,on-time,1,M,Kisumu,1
18,27369,37000,30,84,9577,late,1,M,Kisumu,1
32,52928,21128,7,135,3720,on-time,1,F,Mombasa,0
57,73950,32781,14,106,260,on-time,0,M,Nyeri,0
29,24510,4465,60,106,6560,early,1,M,Nyeri,0
39,17120,1440,14,34,117,late,0,M,Nairobi,1
39,10295,6413,60,26,2633,on-time,0,M,Nyeri,1
34,25460,12663,7,23,6610,early,1,M,Kisumu,0
46,19963,39523,14,35,4546,on-time,1,F,Nyeri,1
31,82116,38780,60,24,5654,early,1,F,Nairobi,0
37,92822,20547,7,134,3018,on-time,0,F,Eldoret,0
50,32328,17126,30,44,9345,early,1,F,Nyeri,1
32,89629,40520,60,95,415,early,1,F,Nyeri,1
29,26605,1005,7,76,4932,early,1,F,Kisumu,0
57,49813,38544,7,113,2311,late,1,F,Kisumu,1
37,51371,8038,14,31,7169,late,1,M,Eldoret,1
47,52598,7414,60,83,8611,on-time,0,F,Mombasa,0
55,65776,23123,30,144,5233,on-time,0,M,Nyeri,0
20,77258,4970,60,82,6522,on-time,0,M,Kisumu,0
45,45969,12050,7,21,4627,on-time,1,M,Mombasa,0
43,41912,3606,30,88,2815,on-time,1,M,Nyeri,0
47,43374,17482,7,142,8925,on-time,1,M,Nyeri,0
30,77302,34293,14,92,9997,on-time,0,F,Mombasa,0
30,67784,7337,60,78,6765,on-time,1,M,Kisumu,0
19,54882,34948,7,131,7207,on-time,0,F,Eldoret,1
54,20928,25451,7,106,5232,on-time,0,F,Nyeri,1
55,26274,27265,60,100,8964,late,1,F,Nairobi,1
19,39416,26714,30,55,8762,on-time,0,M,Nairobi,1
53,91148,21875,7,105,6882,late,1,M,Nairobi,1
43,65998,14057,60,75,2707,on-time,1,F,Eldoret,0
28,34047,33400,14,75,3432,early,0,F,Nyeri,1
25,48356,6922,14,14,4797,on-time,0,F,Kisumu,0
57,42134,4071,60,101,9674,on-time,1,F,Kisumu,0
39,72042,23025,7,138,6845,on-time,0,F,Eldoret,0
37,56310,28503,60,10,5734,on-time,0,M,Nyeri,1
25,85758,24765,60,81,6360,early,1,F,Mombasa,0
46,17363,36560,7,81,1285,late,0,F,Mombasa,1
57,90149,47612,30,6,7095,late,1,F,Nyeri,1
43,49563,33782,30,55,6209,on-time,1,F,Nyeri,1
47,35628,19799,14,125,6541,early,1,M,Kisumu,1
34,74672,36453,30,132,1015,late,1,F,Eldoret,1
37,51246,28476,60,6,7564,on-time,0,F,Eldoret,1
33,16161,17212,7,55,1717,on-time,0,M,Kisumu,1
24,94110,10428,14,74,9975,on-time,1,F,Nairobi,0
33,97438,32419,30,24,2525,on-time,1,M,Mombasa,0
44,7810,9159,60,27,525,early,0,M,Nyeri,1
40,64860,25310,14,58,1887,on-time,1,F,Mombasa,0
41,82199,37868,7,147,2684,on-time,1,F,Mombasa,0
26,76688,40142,30,138,4748,on-time,1,M,Eldoret,1
52,70548,7004,60,140,268,on-time,1,M,Kisumu,0
37,67363,39289,7,61,614,early,0,F,Nairobi,1
54,16162,12412,60,119,3535,early,0,F,Nairobi,1
59,92858,12755,60,127,4625,early,0,M,Kisumu,0
34,78535,20017,60,40,2716,on-time,0,F,Mombasa,0
48,12219,4890,7,75,8982,on-time,1,M,Kisumu,0
25,75864,29840,14,73,3304,on-time,0,F,Kisumu,0
32,8621,18175,60,62,7865,on-time,0,F,Nyeri,1
48,94792,10191,14,67,8644,on-time,0,M,Nyeri,0
47,49433,1151,14,20,1217,on-time,1,M,Mombasa,1
37,81850,20447,30,138,1505,on-time,1,F,Eldoret,0
56,71188,23751,30,82,5514,on-time,1,M,Nairobi,1
29,59951,30175,14,126,6441,early,1,F,Nyeri,1
34,86718,25288,30,6,4274,on-time,1,F,Mombasa,0
59,41558,47629,30,118,777,on-time,0,M,Kisumu,1
47,20659,48800,14,118,8842,on-time,1,F,Nyeri,1
46,39413,38367,7,128,9111,late,1,F,Kisumu,1
36,15435,13274,30,90,313,on-time,0,M,Kisumu,1
28,58911,13218,30,133,1766,on-time,0,M,Nyeri,0
51,33067,24792,7,25,9185,on-time,1,M,Mombasa,1
24,92794,3977,7,5,4354,on-time,0,F,Nairobi,0
51,98823,18226,7,136,2886,early,1,M,Mombasa,1
37,74224,30022,14,62,8313,on-time,1,F,Eldoret,0
55,78225,4793,7,5,5960,on-time,0,M,Eldoret,0
41,6379,2659,14,145,1361,late,1,F,Nairobi,1
27,32624,38930,60,11,1272,on-time,0,F,Eldoret,1
49,96500,44473,60,55,4980,on-time,0,M,Kisumu,0
32,93427,17040,7,7,2154,early,1,F,Eldoret,0
54,62745,5270,7,35,2915,on-time,0,F,Nyeri,0
37,56805,14286,60,104,4774,on-time,1,M,Kisumu,0
20,17516,4603,14,66,5296,on-time,0,F,Mombasa,0
54,84422,47540,14,112,4684,on-time,0,F,Nairobi,1
57,90843,18600,7,59,5121,on-time,0,F,Nyeri,0
25,29843,3291,7,48,6330,on-time,1,F,Nyeri,1
57,10912,14123,7,85,2731,on-time,0,F,Nairobi,1
40,26514,4811,60,34,6445,on-time,0,F,Eldoret,0
57,92359,14347,30,70,8196,late,1,M,Nairobi,1
28,62032,32276,7,140,6400,on-time,1,M,Nairobi,1
25,33797,47619,14,18,7448,on-time,0,M,Eldoret,1
46,11449,16513,30,105,5944,on-time,1,F,Mombasa,1
47,6725,6142,14,110,2276,on-time,1,M,Nairobi,1
27,86406,24246,30,107,5462,late,1,M,Eldoret,1
56,14304,26507,60,66,8197,on-time,1,F,Nyeri,1
45,78058,27714,30,79,5699,on-time,1,M,Nairobi,0
53,18663,13194,14,83,9168,on-time,1,M,Nairobi,1
30,75320,8526,30,111,4358,on-time,1,F,Mombasa,0
49,80008,20362,60,100,9246,early,0,M,Mombasa,0
53,99488,47281,14,44,4219,on-time,1,M,Nyeri,0
54,80591,45852,7,145,6740,early,1,M,Mombasa,1
43,17676,47117,30,111,4388,early,0,M,Nyeri,1
39,30192,48836,14,21,977,early,0,M,Nairobi,1
21,29722,5595,30,19,4585,on-time,1,M,Eldoret,1
48,12446,31394,60,20,2644,on-time,1,F,Mombasa,1
35,9725,16402,14,17,5159,late,0,F,Nyeri,1
55,90597,28140,7,40,7264,on-time,1,M,Mombasa,0
41,93207,23595,7,47,2700,late,1,M,Mombasa,1
40,62632,43723,30,118,3628,on-time,1,M,Kisumu,1
39,71945,47764,60,78,2508,early,1,F,Nairobi,1
19,78741,25911,60,85,4960,on-time,1,M,Mombasa,1
48,21365,26752,30,98,4048,on-time,1,F,Eldoret,1
28,70792,20405,14,145,9530,on-time,0,F,Kisumu,0
45,69857,25220,14,34,2434,late,1,M,Nyeri,1
49,20704,34953,30,34,867,on-time,0,F,Nyeri,1
22,55575,37053,14,14,4983,on-time,0,M,Eldoret,1
55,34902,4447,14,103,4306,late,1,F,Eldoret,1
27,6195,11662,14,98,6048,on-time,0,M,Nairobi,1
57,58517,5899,30,43,7185,early,1,M,Eldoret,0
41,39012,29582,7,41,844,on-time,1,F,Nyeri,1
52,16415,49828,60,135,4274,on-time,0,M,Nairobi,1
40,44534,2935,7,93,9809,on-time,0,F,Eldoret,0
34,26686,43213,14,18,7298,late,1,M,Eldoret,1
18,82198,43042,30,43,2656,early,1,F,Nyeri,1
48,33743,11335,60,134,5166,on-time,1,M,Nairobi,1
48,37161,18669,14,47,7897,late,0,M,Kisumu,1
59,66313,9545,60,135,4261,on-time,1,M,Kisumu,1
59,7402,41247,60,12,9686,on-time,0,F,Nairobi,1
51,68190,39023,7,100,386,on-time,0,F,Eldoret,1
26,57551,19269,14,69,3347,on-time,0,M,Eldoret,0
39,18275,38830,60,83,5199,on-time,0,M,Nairobi,1
30,33182,8066,7,136,103,late,1,M,Kisumu,1
42,19915,11712,30,72,6035,early,1,F,Mombasa,1
35,5909,16991,60,96,511,on-time,1,M,Nyeri,1
29,70908,36790,14,14,4445,early,1,M,Nairobi,1
57,27620,22649,30,79,3827,on-time,0,M,Mombasa,1
34,39112,35315,60,65,1456,on-time,1,F,Nyeri,1
32,79051,31806,60,51,8449,early,0,M,Mombasa,0
59,7431,13210,14,7,1700,on-time,1,M,Mombasa,1
32,91590,37972,60,107,7257,early,0,F,Nyeri,0
32,67175,41358,14,21,5806,on-time,0,M,Mombasa,1
56,37624,35136,14,26,5659,on-time,0,F,Kisumu,1
30,81121,45297,14,120,7296,on-time,1,F,Nairobi,1
34,66264,16945,14,95,5173,early,1,F,Kisumu,0
49,36958,30665,60,148,2482,on-time,1,F,Kisumu,1
26,6695,43477,30,108,252,on-time,1,F,Nyeri,1
57,54932,14644,30,7,9921,early,1,M,Nyeri,0
37,49225,5917,7,56,2896,on-time,0,M,Nyeri,0
43,6403,20868,14,115,7382,on-time,1,M,Mombasa,1
44,88346,12877,60,46,7051,on-time,0,M,Mombasa,0
38,79391,14224,60,134,2905,on-time,0,M,Nairobi,0
35,43636,4052,7,43,4180,early,1,M,Mombasa,0
30,15839,28272,30,50,9347,early,1,M,Nairobi,1
33,70546,42150,60,52,5950,on-time,1,M,Kisumu,1
26,52829,31668,7,31,7462,early,0,F,Nairobi,1
29,14230,18316,30,19,1428,early,1,M,Nairobi,1
55,56977,8240,60,11,2492,on-time,0,M,Nyeri,0
36,45232,32559,14,113,3253,on-time,0,F,Mombasa,1
24,99792,4238,7,46,8292,on-time,1,M,Eldoret,0
52,30651,44175,60,13,266,on-time,1,F,Eldoret,1
35,44963,1565,7,109,3354,on-time,1,M,Nyeri,1
33,60872,22762,7,138,5160,on-time,0,M,Kisumu,0
56,84198,6558,7,80,1985,on-time,1,F,Kisumu,0
21,18739,17375,14,34,4468,late,1,M,Kisumu,1
42,68294,26710,30,88,7629,on-time,1,F,Nairobi,0
49,53356,12103,30,130,999,on-time,0,F,Mombasa,0
57,6789,16174,60,88,2348,early,1,F,Kisumu,1
30,24420,42490,14,58,3512,early,1,M,Eldoret,1
34,94297,22793,30,114,6549,early,1,F,Nairobi,1
54,42606,28597,60,31,9511,on-time,1,F,Kisumu,1
23,43640,9753,60,88,3232,on-time,1,M,Kisumu,1
36,49135,39397,7,11,8255,early,1,F,Mombasa,1
30,42067,7318,14,108,8236,on-time,1,F,Mombasa,1
43,63420,34069,30,76,459,on-time,0,M,Nairobi,1
31,22357,21151,14,6,6550,late,1,M,Eldoret,1
48,44851,41274,14,146,7747,on-time,0,M,Nyeri,1
21,43262,9701,30,142,8625,on-time,1,F,Eldoret,0
56,81853,7962,30,54,830,late,1,F,Mombasa,1
25,63643,39197,14,22,7167,late,0,M,Mombasa,1
42,26534,49634,60,20,9789,on-time,0,F,Nyeri,1
30,96270,31041,14,56,1517,on-time,1,F,Eldoret,0
49,37872,8248,30,88,7867,on-time,1,M,Eldoret,0
55,12689,20829,14,100,7988,on-time,1,M,Nyeri,1
55,74103,3203,30,46,3863,on-time,0,M,Mombasa,0
45,91268,26370,60,117,7028,on-time,0,F,Nairobi,0
47,91310,36247,14,128,5796,on-time,0,M,Eldoret,0
20,93731,11386,60,19,978,on-time,1,F,Kisumu,0
45,42412,1434,14,94,5582,early,1,M,Eldoret,1
20,52734,43998,14,46,2984,on-time,1,F,Eldoret,1
51,92793,35474,30,49,2397,on-time,0,M,Eldoret,0
33,74930,25644,7,98,8952,on-time,0,F,Mombasa,0
39,27228,39493,30,111,7471,on-time,0,F,Kisumu,1
49,82924,19288,14,26,4085,on-time,1,F,Eldoret,0
55,16319,4959,7,132,1369,late,0,F,Nairobi,1
25,11475,48289,7,42,1394,early,1,F,Kisumu,1
25,88694,12143,60,101,1109,late,0,F,Nyeri,1
23,19728,40593,14,105,1857,on-time,0,F,Nairobi,1
31,34545,40115,30,11,7876,late,1,M,Nyeri,1
49,86686,46609,7,48,9483,on-time,0,F,Eldoret,1
52,66756,23540,7,80,6678,on-time,1,F,Mombasa,1
27,73775,36481,30,11,8280,early,1,F,Eldoret,0
20,43699,30969,30,64,9345,on-time,0,F,Eldoret,1
29,41821,12561,7,5,2941,on-time,1,F,Nyeri,0
48,35615,23578,30,66,5816,on-time,1,M,Eldoret,1
46,18746,13787,60,91,2504,on-time,1,M,Nairobi,1
22,91457,7512,7,93,3662,late,0,M,Mombasa,1
42,27745,11596,60,22,1371,on-time,0,F,Nyeri,0
58,6245,32746,14,112,8544,on-time,1,F,Kisumu,1
48,29853,20930,60,139,2868,early,1,F,Eldoret,1
38,32632,48950,30,119,9851,on-time,1,M,Nyeri,1
37,17856,31201,7,58,7901,early,1,M,Eldoret,1
56,61893,19687,60,71,9028,late,0,M,Eldoret,1
39,75641,36989,30,97,6242,on-time,1,F,Nyeri,0
21,73049,31183,30,142,2028,on-time,1,F,Nairobi,1
30,63182,21758,60,63,6366,on-time,1,F,Kisumu,0
59,7801,2082,7,73,5513,on-time,1,F,Eldoret,0
37,84431,42405,60,102,6928,on-time,1,M,Nairobi,1
30,44749,31832,14,12,2290,on-time,0,M,Eldoret,1
34,78757,46891,60,59,1102,early,1,M,Eldoret,1
53,60654,46810,60,138,6754,late,0,M,Nairobi,1
50,76574,47901,7,133,8194,on-time,0,M,Eldoret,1
18,60381,18976,60,60,6167,on-time,1,F,Kisumu,1
32,63601,39376,30,108,3852,on-time,1,M,Nyeri,1
30,20082,6526,7,118,6300,on-time,1,F,Nairobi,0
34,19648,32086,30,92,4237,early,1,F,Mombasa,1
41,5364,22563,7,142,3802,on-time,1,M,Eldoret,1
25,39568,7472,14,112,6043,on-time,0,M,Nyeri,0
44,84646,3775,14,27,4538,on-time,0,F,Kisumu,0
40,76494,16828,14,148,4527,late,1,F,Kisumu,1
25,79632,45776,60,105,5656,early,0,F,Mombasa,1
25,12436,18974,14,148,8632,on-time,1,F,Kisumu,1
43,91713,23388,7,60,2488,on-time,0,M,Nyeri,0
30,31754,16055,14,112,7092,on-time,1,F,Mombasa,1
56,65194,19615,7,99,6425,on-time,1,M,Nairobi,0
54,29544,38886,30,10,1800,on-time,1,M,Mombasa,1
45,65180,23838,60,34,5483,on-time,0,M,Nairobi,0
42,68295,41728,30,133,1333,on-time,0,M,Kisumu,1
33,17638,13464,30,55,2398,on-time,1,F,Nyeri,1
19,70715,41364,14,110,8429,early,1,F,Eldoret,1
35,74409,8240,14,93,3030,on-time,0,M,Mombasa,0
34,88106,5942,14,131,1933,on-time,0,F,Kisumu,0
47,22157,20622,30,50,2239,on-time,1,M,Nyeri,1
56,50565,14536,60,125,8499,early,0,M,Eldoret,0
30,74996,2600,60,103,9979,late,0,F,Mombasa,1
49,70888,6700,30,73,6536,early,0,F,Nyeri,0
46,61095,39839,60,67,2308,on-time,1,F,Kisumu,1
47,69947,11248,30,54,7653,early,1,F,Mombasa,0
35,92122,46291,30,16,5722,on-time,0,M,Mombasa,1
30,75880,18093,60,73,9142,on-time,0,M,Nairobi,0
38,9507,20355,7,77,6386,on-time,1,M,Nairobi,1
47,48988,18177,7,48,8036,early,0,F,Mombasa,0
38,21865,20483,14,56,3790,early,0,F,Nyeri,1
34,32213,44815,60,13,2709,on-time,0,M,Kisumu,1
57,60954,39533,14,122,6278,late,0,F,Eldoret,1
36,62450,1026,30,14,323,late,1,M,Nairobi,1
32,9477,40461,7,50,3874,on-time,1,M,Kisumu,1
26,67222,22706,60,107,9703,on-time,1,M,Mombasa,1
27,11533,25660,60,41,8016,late,1,F,Kisumu,1
48,54395,40377,60,56,8614,on-time,1,F,Kisumu,1
40,28396,43082,7,103,6073,late,1,M,Kisumu,1
47,17755,17258,14,85,9803,on-time,0,F,Mombasa,1
50,5865,39077,7,17,2186,on-time,0,F,Nairobi,1
26,16173,33779,14,138,6996,on-time,1,F,Eldoret,1
18,63905,25154,30,105,7583,on-time,1,M,Nyeri,1
52,43097,30684,30,132,7763,on-time,1,F,Nairobi,1
28,38371,16389,14,52,7384,early,1,F,Eldoret,0
51,16254,27324,30,15,5561,on-time,1,F,Mombasa,1
33,9018,28685,30,85,2387,on-time,0,M,Eldoret,1
26,10192,28195,60,9,8978,on-time,1,M,Mombasa,1
49,7015,22797,60,10,9760,on-time,1,M,Eldoret,1
32,73916,47439,7,121,4935,on-time,1,F,Nairobi,1
29,33343,6774,7,46,9288,on-time,0,M,Mombasa,0
50,74306,32633,7,85,2634,late,1,F,Kisumu,1
31,10829,1796,60,7,5630,on-time,1,M,Mombasa,1
25,39381,41047,7,64,722,on-time,0,F,Mombasa,1
25,86081,29389,7,97,1175,on-time,1,M,Eldoret,0
44,23263,8188,60,53,6976,on-time,1,M,Mombasa,1
29,58260,24696,14,38,8595,late,0,F,Eldoret,1
18,48306,3024,60,41,8955,on-time,1,M,Nairobi,1
57,96211,8666,14,46,5337,on-time,0,F,Mombasa,0
59,63418,36985,60,5,4094,on-time,1,F,Kisumu,1
28,95898,7584,7,136,2794,early,0,F,Kisumu,0
56,5148,26462,30,107,4404,early,0,F,Nairobi,1
48,6754,28044,30,146,3298,on-time,1,F,Kisumu,1
34,31745,6285,14,114,5512,on-time,1,F,Eldoret,0
50,77914,8370,14,38,8810,on-time,1,M,Mombasa,0
49,60833,18903,14,5,7489,on-time,1,M,Nyeri,1
46,25140,33499,30,57,4533,early,1,M,Mombasa,1
38,79907,33368,14,26,6009,on-time,1,M,Mombasa,0
38,65653,23995,60,20,8117,on-time,1,M,Nyeri,1
57,97535,40624,60,123,3910,on-time,0,M,Kisumu,0
40,66521,36200,30,90,1012,on-time,0,F,Kisumu,1
23,83315,23841,60,46,7542,late,1,F,Mombasa,1
39,36075,5866,14,75,5002,on-time,1,F,Kisumu,0
55,35697,14566,30,121,3288,on-time,1,M,Eldoret,1
54,59544,38822,14,24,9607,early,1,F,Eldoret,1
25,14795,42876,60,112,3328,late,1,F,Nyeri,1
58,69555,29552,14,134,671,on-time,1,F,Mombasa,1
52,57204,35549,30,11,7868,on-time,1,F,Eldoret,1
28,74754,25914,14,13,5235,late,1,M,Nairobi,1
41,69860,44830,60,31,8389,on-time,1,F,Kisumu,1
38,56529,45542,7,134,4133,on-time,1,F,Mombasa,1
19,16672,23333,30,89,1739,on-time,0,F,Eldoret,1
57,59238,16958,14,64,6543,on-time,0,M,Nyeri,0
36,40950,21954,30,116,4942,on-time,0,M,Eldoret,1
56,16009,10638,14,90,5641,on-time,0,F,Nairobi,1
45,52096,35147,7,134,4127,on-time,1,F,Eldoret,1
34,24544,10675,60,149,360,late,0,M,Mombasa,1
23,60728,25054,14,87,9227,on-time,0,M,Nyeri,0
36,34381,44034,14,108,1897,on-time,1,F,Nyeri,1
55,30287,32661,7,92,431,on-time,1,M,Nairobi,1
45,69610,18184,30,24,4310,on-time,1,M,Mombasa,0
19,73122,48963,60,130,8559,on-time,0,M,Nairobi,1
55,73184,26822,14,102,2159,on-time,1,F,Nairobi,1
54,45081,11929,14,55,172,early,0,M,Nairobi,0
21,88637,6267,60,92,5211,on-time,1,M,Eldoret,1
39,50312,37025,7,67,3021,late,1,F,Kisumu,1
43,92228,13069,30,93,3988,early,1,F,Eldoret,0
53,77943,1981,60,135,277,on-time,0,F,Mombasa,0
30,87790,44436,30,93,2099,on-time,1,M,Nairobi,1
49,85770,19472,7,96,9063,late,1,M,Nairobi,1
34,57726,20336,7,80,9237,on-time,0,F,Kisumu,0
58,27211,26587,60,30,7526,late,0,F,Nyeri,1
53,34480,12656,14,112,4595,on-time,1,F,Nairobi,0
36,52780,28326,7,12,369,late,1,F,Eldoret,1
52,62138,19510,7,137,1755,on-time,1,F,Nairobi,1
57,95382,41831,60,143,2633,on-time,1,M,Mombasa,0
45,47503,19975,60,46,5082,late,0,M,Kisumu,1
18,62893,10665,60,123,4461,on-time,0,F,Nyeri,0
59,51193,28097,7,112,6218,late,1,M,Mombasa,1
35,66358,26741,30,124,8796,on-time,1,F,Eldoret,0
57,85857,7437,7,50,2504,on-time,0,M,Mombasa,0
50,83182,26185,60,96,2301,on-time,1,M,Nairobi,1
29,27117,11375,14,78,6119,on-time,0,F,Kisumu,0
25,64056,28107,14,100,5759,early,1,F,Nairobi,0
41,63706,31484,60,22,1253,early,0,F,Kisumu,0
33,75429,36629,14,144,4261,late,0,F,Eldoret,1
21,14476,46610,7,119,1436,late,0,M,Mombasa,1
55,87806,26835,30,76,8698,early,0,M,Kisumu,0
44,60006,30743,7,50,3578,on-time,1,F,Mombasa,1
26,92238,31917,60,42,376,on-time,1,M,Kisumu,0
33,74918,39995,7,134,6858,on-time,1,F,Nairobi,1
29,68155,12424,14,13,3580,on-time,1,F,Kisumu,1
48,72321,10643,7,112,2461,on-time,0,F,Kisumu,0
41,50798,11310,30,137,5468,on-time,1,F,Nyeri,0
31,82271,19951,14,102,8752,on-time,1,F,Eldoret,0
42,35177,27568,30,23,2546,on-time,0,M,Nairobi,1
51,87215,16233,30,75,9874,on-time,0,M,Nairobi,0
20,48013,14200,30,43,7701,on-time,1,M,Mombasa,0
41,87600,22548,7,46,5151,on-time,0,F,Kisumu,0
59,58450,11532,7,149,3617,on-time,0,F,Kisumu,0
26,52928,24465,7,94,4902,on-time,1,M,Kisumu,1
43,97403,22291,7,111,2475,on-time,1,M,Nairobi,0
37,50382,43448,14,140,7950,on-time,1,F,Nyeri,1
57,90038,31580,7,100,6844,on-time,1,M,Mombasa,0
27,5760,27149,14,36,6489,on-time,0,F,Kisumu,1
36,29142,22346,30,130,6348,on-time,1,F,Nyeri,1
20,22290,11619,14,28,1071,on-time,1,F,Eldoret,1
41,76035,40918,60,28,7236,on-time,1,M,Nairobi,1
22,5364,2766,7,124,9617,on-time,0,F,Eldoret,1
20,61921,4549,60,22,8444,on-time,1,F,Nairobi,0
44,24797,19693,14,144,4060,early,1,M,Mombasa,1
33,37535,32922,7,45,3186,on-time,1,F,Eldoret,1
32,51300,43402,60,91,9021,early,0,F,Mombasa,1
52,52176,35744,7,86,4067,on-time,0,M,Mombasa,1
29,21105,49328,14,148,5051,on-time,0,M,Mombasa,1
58,12939,13165,60,37,4102,on-time,0,F,Eldoret,1
43,84472,24564,14,28,2432,on-time,1,M,Eldoret,1
51,47029,36258,60,65,9865,on-time,1,M,Eldoret,1
40,20863,26301,30,59,4475,on-time,1,F,Kisumu,1
48,83097,45763,30,88,785,on-time,1,F,Mombasa,1
37,15447,21765,30,123,3988,early,0,F,Kisumu,1
29,51940,45787,30,76,9871,on-time,1,F,Nairobi,1
40,82947,8425,30,78,1068,early,0,F,Eldoret,0
21,90001,13857,14,133,7420,early,0,F,Nyeri,0
40,24642,28463,30,89,2133,early,0,M,Nairobi,1
18,72643,23444,14,100,7175,on-time,1,F,Mombasa,0
42,12928,42457,30,57,5361,late,1,M,Mombasa,1
19,53002,37744,7,114,9059,on-time,0,M,Kisumu,1
47,89853,15205,30,64,745,on-time,1,F,Eldoret,1
20,30017,1704,7,55,4221,late,0,M,Eldoret,1
38,84064,6452,14,125,8212,on-time,0,F,Nairobi,0
42,18313,46617,30,77,9371,on-time,1,M,Nairobi,1
37,6559,39862,60,11,6536,late,0,M,Nairobi,1
39,55893,4681,14,79,8928,late,1,M,Nyeri,1
38,20167,21522,30,23,7197,early,1,M,Nyeri,1
50,85879,19300,14,147,8392,on-time,0,M,Mombasa,0
55,43598,10566,60,74,5686,on-time,0,M,Mombasa,0
32,12523,8501,30,60,968,on-time,1,F,Mombasa,1
32,54777,2845,60,142,6014,on-time,0,M,Eldoret,0
42,33439,40181,30,84,8313,on-time,1,F,Mombasa,1
38,86060,41758,7,113,6455,early,1,F,Kisumu,0
41,18285,43396,14,39,2003,early,1,M,Nairobi,1
22,15973,14230,60,76,2676,early,1,M,Eldoret,1
23,27694,18754,14,96,4209,on-time,1,M,Nyeri,1
40,40774,35404,60,7,4714,early,0,F,Nairobi,1
21,9302,23564,14,70,8114,late,0,M,Mombasa,1
44,27391,33362,14,56,3393,on-time,1,F,Nyeri,1
35,9611,19227,14,97,2035,early,0,M,Nyeri,1
38,14372,25760,7,51,715,on-time,1,M,Nyeri,1
45,29312,30723,30,7,5157,on-time,1,F,Nairobi,1
52,19080,48475,7,147,8578,on-time,0,M,Eldoret,1
39,85618,18215,14,88,2023,on-time,0,F,Nairobi,0
57,25874,6538,60,38,6555,early,1,M,Kisumu,0
40,67537,22699,14,54,7704,on-time,1,M,Mombasa,1
20,78914,44085,30,37,8252,on-time,0,M,Eldoret,1
57,6597,13454,7,77,2873,on-time,1,M,Eldoret,1
27,16600,49217,30,7,5293,late,1,M,Mombasa,1
42,8747,42223,60,6,9284,late,0,F,Kisumu,1
25,84415,22711,30,136,9876,late,0,F,Nyeri,1
28,83553,16059,7,20,2003,early,0,F,Mombasa,0
22,29815,49398,60,37,9167,on-time,1,F,Nyeri,1
54,89500,2286,30,13,243,late,1,F,Mombasa,1
55,99348,35297,7,61,7596,on-time,1,M,Nairobi,1
46,29714,43768,7,44,2356,early,0,M,Kisumu,1
22,23890,40423,14,56,9414,on-time,1,M,Kisumu,1
26,66509,35645,30,20,799,early,1,M,Mombasa,1
19,66824,43709,60,140,6418,on-time,0,M,Kisumu,1
18,9725,27485,14,91,370,late,0,F,Nyeri,1
57,48205,33267,30,64,8354,on-time,1,F,Kisumu,1
47,25684,46823,30,7,1107,on-time,1,F,Kisumu,1
28,96861,28086,60,19,7303,on-time,1,F,Kisumu,1
45,62911,17484,14,106,3824,late,1,F,Eldoret,1
29,18092,4087,14,27,6699,on-time,0,M,Mombasa,0
56,44770,39596,60,135,9584,on-time,0,M,Nairobi,1
43,30457,19675,14,21,6587,on-time,0,M,Nairobi,1
30,76667,25680,7,118,8017,on-time,0,M,Eldoret,0
25,95751,18077,60,62,4609,on-time,1,F,Eldoret,1
45,67894,39174,30,114,5500,on-time,1,F,Nairobi,1
47,66305,12432,60,139,4420,late,0,M,Nyeri,1
26,17612,4491,7,82,9469,early,1,M,Nairobi,0
56,83627,47126,60,147,5572,early,0,M,Nairobi,1
48,42089,47122,30,48,7306,on-time,0,M,Mombasa,1
38,57137,4392,30,16,6972,on-time,0,M,Nairobi,0
51,5559,3268,60,12,8023,on-time,0,M,Nairobi,1
48,71249,39400,60,84,4816,late,0,F,Kisumu,1
